35.296 min,loss,accuracy,val_loss,val_accuracy
0,0.4730648100376129,0.7593540549278259,0.22819891571998596,0.9165619611740112
1,0.11890885978937149,0.9604959487915039,0.08866999298334122,0.9749464392662048
2,0.05062603950500488,0.9849965572357178,0.05844192951917648,0.9852191209793091
3,0.03176555410027504,0.9910386204719543,0.04987610504031181,0.9849973917007446
4,0.02509939856827259,0.9929971694946289,0.06690577417612076,0.9819673299789429
5,0.021897129714488983,0.9940319061279297,0.03323374316096306,0.9908358454704285
6,0.015982896089553833,0.9957502484321594,0.032824575901031494,0.9923878312110901
7,0.015216659754514694,0.9959350228309631,0.03848956897854805,0.9887665510177612
8,0.012788772583007812,0.9967480301856995,0.03261109068989754,0.991796612739563
9,0.011381883174180984,0.9971175789833069,0.023905567824840546,0.9932007789611816
10,0.01216026209294796,0.9969143271446228,0.037626251578330994,0.9901707172393799
11,0.009584127925336361,0.9975979924201965,0.020239878445863724,0.9947527647018433
12,0.010870072059333324,0.9970621466636658,0.03219720348715782,0.9935703277587891
13,0.007820820435881615,0.9980414509773254,0.031223352998495102,0.991944432258606
14,0.008636911399662495,0.9975795149803162,0.027557875961065292,0.9951223134994507
15,0.0065780142322182655,0.9984478950500488,0.04314715415239334,0.9903185367584229
16,0.008883284404873848,0.9975979924201965,0.030222266912460327,0.9924617409706116
17,0.004529801197350025,0.9989652633666992,0.023621799424290657,0.9946789145469666
18,0.007467069663107395,0.9982447028160095,0.037592291831970215,0.9914270639419556
19,0.0030541864689439535,0.9992793798446655,0.04075094312429428,0.9934225082397461
20,0.008245404809713364,0.9977458119392395,0.03741057962179184,0.9924617409706116
21,0.004512660205364227,0.9989098310470581,0.03159446641802788,0.9945310950279236
22,0.006094086449593306,0.9983739852905273,0.015957161784172058,0.9971177577972412
23,0.0050593228079378605,0.9986326694488525,0.02406812459230423,0.9945310950279236
24,0.004181561525911093,0.99900221824646,0.022860150784254074,0.9951962232589722
25,0.004907950758934021,0.9986696243286133,0.029032990336418152,0.9929051995277405
26,0.0040223137475550175,0.9991500377655029,0.026086725294589996,0.9944571852684021
27,0.007011247333139181,0.9984294176101685,0.025708818808197975,0.9962309002876282
28,0.002827722579240799,0.9994087219238281,0.016016414389014244,0.9968221187591553
29,0.004453002009540796,0.9989098310470581,0.021054113283753395,0.9954179525375366
30,0.0037930384278297424,0.9991685152053833,0.016775785014033318,0.9970438480377197
31,0.00493971724063158,0.9987804889678955,0.018378030508756638,0.9967482089996338
32,0.003547594416886568,0.9991130828857422,0.023946966975927353,0.9942354559898376
33,0.002798719797283411,0.9993902444839478,0.017179597169160843,0.9962309002876282
34,0.0044727991335093975,0.9986881017684937,0.013669362291693687,0.9972655177116394
35,0.0021227761171758175,0.9994641542434692,0.018865076825022697,0.998078465461731
36,0.004365405533462763,0.9989467859268188,0.014829951338469982,0.9974872469902039
37,0.0018207512330263853,0.99950110912323,0.01923907920718193,0.9970438480377197
38,0.0037696363870054483,0.9991130828857422,0.018689874559640884,0.9971916079521179
39,0.0017488194862380624,0.9995380640029907,0.03400886431336403,0.9927573800086975
40,0.003781587351113558,0.99900221824646,0.02464193105697632,0.9941615462303162
41,0.0013908883556723595,0.9997043609619141,0.0189259834587574,0.9974133372306824
42,0.002049380913376808,0.9994456768035889,0.023715004324913025,0.9936442375183105
43,0.003599297720938921,0.9989467859268188,0.018470894545316696,0.9970438480377197
44,0.0016453947173431516,0.9996304512023926,0.018843434751033783,0.9977089762687683
45,0.003150179050862789,0.9993902444839478,0.016764627769589424,0.9963048100471497
46,0.0036122575402259827,0.9990576505661011,0.025438154116272926,0.9951962232589722
47,0.0016349713550880551,0.999648928642273,0.01636894792318344,0.9973394274711609
48,0.001174735021777451,0.9997228384017944,0.020222414284944534,0.9958613514900208
49,0.00394228333607316,0.99900221824646,0.020189732313156128,0.9974133372306824
50,0.0024189786054193974,0.9992239475250244,0.02060898393392563,0.9959352612495422
51,0.0020699999295175076,0.9996119737625122,0.019547495990991592,0.9968960285186768
52,0.0023235674016177654,0.9995195865631104,0.016822574660182,0.9970438480377197
53,0.0013922224752604961,0.9997043609619141,0.013737332075834274,0.9974133372306824
54,0.0026523263659328222,0.9992793798446655,0.036250609904527664,0.991500973701477
