n_layers,n_neurons,epoch,time,loss,val_loss,test_loss,accuracy,precision,recall,f1
5,100,82,8.483,0.5985521078109741,0.594752848148346,0.5990580916404724,67.55,2.08,53.849999999999994,4.01
5,100,56,6.533,0.5998965501785278,0.5999401211738586,0.6015099883079529,67.14,1.95,50.96000000000001,3.7600000000000002
5,100,30,4.613,0.6017475724220276,0.5956882834434509,0.5923532247543335,67.78,2.06,52.88,3.9699999999999998
5,100,72,7.582,0.601993978023529,0.5947267413139343,0.6110976934432983,66.39,2.22,59.62,4.279999999999999
5,100,69,6.821,0.6087395548820496,0.6075848937034607,0.6117131114006042,66.09,2.1999999999999997,59.62,4.24
5,100,28,4.33,0.6004571318626404,0.5996779799461365,0.599261999130249,67.95,2.22,56.730000000000004,4.2700000000000005
5,100,106,9.998,0.6094213724136353,0.6117165684700012,0.5927659273147583,67.95,2.6100000000000003,67.31,5.029999999999999
5,100,38,5.1,0.6084005236625671,0.6087722182273865,0.6082484126091003,66.42,2.4299999999999997,65.38000000000001,4.68
5,100,62,6.948,0.6093072295188904,0.6067788600921631,0.6096649169921875,66.41,2.4299999999999997,65.38000000000001,4.68
5,100,35,4.87,0.6110122799873352,0.6155978441238403,0.6235589981079102,65.42,2.62,73.08,5.06
