n_layers,n_neurons,epoch,time,loss,val_loss,test_loss,accuracy,precision,recall,f1
5,100,4,1.157,0.5392385125160217,0.4206777811050415,0.4206777811050415,78.84,4.79,48.65,8.72
5,100,34,2.014,0.494019091129303,0.41076430678367615,0.41076430678367615,82.1,5.94,51.349999999999994,10.639999999999999
5,100,2,0.884,0.5305306911468506,0.4146202504634857,0.4146202504634857,81.14,4.279999999999999,37.84,7.6899999999999995
5,100,14,1.257,0.5006911754608154,0.4215319752693176,0.4215319752693176,79.69000000000001,4.4799999999999995,43.24,8.12
5,100,1,1.093,0.5394781827926636,0.3663197159767151,0.3663197159767151,87.15,5.140000000000001,29.73,8.76
5,100,0,0.961,0.5802701711654663,0.33789893984794617,0.33789893984794617,88.78,4.97,24.32,8.260000000000002
5,100,4,1.158,0.5117505192756653,0.42171040177345276,0.42171040177345276,79.69000000000001,5.2299999999999995,51.349999999999994,9.5
5,100,11,1.218,0.4842078387737274,0.3331398367881775,0.3331398367881775,85.69,3.81,24.32,6.59
5,100,8,1.112,0.5311499238014221,0.38925042748451233,0.38925042748451233,82.66,5.84,48.65,10.43
5,100,2,0.85,0.5373497605323792,0.38570523262023926,0.38570523262023926,83.28,5.76,45.95,10.24
5,100,8,1.027,0.5061473846435547,0.3826208710670471,0.3826208710670471,82.1,4.52,37.84,8.07
5,100,4,0.977,0.5426453351974487,0.3851052224636078,0.3851052224636078,82.94,5.65,45.95,10.059999999999999
5,100,15,1.321,0.5106852054595947,0.3921591639518738,0.3921591639518738,81.14,4.279999999999999,37.84,7.6899999999999995
5,100,31,1.686,0.49272239208221436,0.3723531663417816,0.3723531663417816,84.34,5.510000000000001,40.54,9.71
5,100,23,1.446,0.48291170597076416,0.3864857852458954,0.3864857852458954,83.16,5.12,40.54,9.09
5,100,22,1.402,0.4942692220211029,0.36773043870925903,0.36773043870925903,84.74000000000001,6.32,45.95,11.110000000000001
5,100,17,1.311,0.510729968547821,0.4173346757888794,0.4173346757888794,80.36,4.37,40.54,7.89
5,100,0,0.923,0.5792396068572998,0.39703255891799927,0.39703255891799927,82.1,5.66,48.65,10.14
5,100,29,1.623,0.49266254901885986,0.38721492886543274,0.38721492886543274,82.27,4.8500000000000005,40.54,8.67
5,100,17,1.263,0.5239117741584778,0.3609602451324463,0.3609602451324463,85.24000000000001,6.2,43.24,10.85
