1.672 min,loss,accuracy,val_loss,val_accuracy
0,0.6513468623161316,0.6828987002372742,0.5743664503097534,0.6959183812141418
1,0.5745802521705627,0.7150266766548157,0.5544675588607788,0.7130612134933472
2,0.5680133104324341,0.7269845604896545,0.6017805337905884,0.7114285826683044
3,0.5527811050415039,0.7293617725372314,0.5873609781265259,0.6730612516403198
4,0.5672052502632141,0.7246074080467224,0.5688827037811279,0.6975510120391846
5,0.5536628365516663,0.7302262187004089,0.5504106283187866,0.7195918560028076
6,0.5480746030807495,0.7370696067810059,0.5583871603012085,0.7244898080825806
7,0.5413944721221924,0.7351246476173401,0.5448111295700073,0.7073469161987305
8,0.5403639078140259,0.7347644567489624,0.5816107392311096,0.7081632614135742
9,0.5496057271957397,0.7325313091278076,0.5713383555412292,0.7248979806900024
10,0.5416687726974487,0.7377899289131165,0.5527583360671997,0.704081654548645
11,0.5339900255203247,0.7375738620758057,0.5454592108726501,0.7175509929656982
12,0.5363821983337402,0.7337559461593628,0.5592510104179382,0.7244898080825806
13,0.5376348495483398,0.739446759223938,0.6978144645690918,0.7232652902603149
14,4231.31201171875,0.6215963363647461,4.097811222076416,0.6730612516403198
15,1.9602675437927246,0.6212361454963684,0.8826113343238831,0.6563265323638916
16,0.9453884959220886,0.6344907283782959,0.8885170221328735,0.6910204291343689
17,0.8033183813095093,0.6412620544433594,0.715166449546814,0.6783673763275146
18,0.7712402939796448,0.6442155241966248,1.0020867586135864,0.6465306282043457
19,0.6874778866767883,0.663377046585083,0.6079728007316589,0.6746938824653625
20,0.6375506520271301,0.6755510568618774,0.8176196217536926,0.5616326332092285
21,0.6465664505958557,0.6697161793708801,0.6562496423721313,0.6910204291343689
22,0.6094628572463989,0.6798732280731201,0.6076801419258118,0.6787754893302917
23,0.6118882894515991,0.6821063160896301,0.6248084306716919,0.6106122732162476
24,0.604464590549469,0.6865725517272949,0.6476288437843323,0.6951020359992981
25,0.6041857004165649,0.6931998133659363,0.6498829126358032,0.6530612111091614
26,0.6634722352027893,0.6808817386627197,0.7650253176689148,0.5057142972946167
27,0.5995996594429016,0.6911828517913818,0.6751900315284729,0.6946938633918762
