0.027 min,loss,accuracy,val_loss,val_accuracy
0,0.6424785256385803,0.6351743936538696,0.7920829653739929,0.5174418687820435
1,0.5961148142814636,0.7034883499145508,1.103371024131775,0.3372093141078949
2,0.5759724974632263,0.7122092843055725,1.0686373710632324,0.3488371968269348
3,0.5693969130516052,0.7122092843055725,0.8159947991371155,0.5058139562606812
4,0.566457986831665,0.7209302186965942,1.095060110092163,0.34302327036857605
5,0.5646860003471375,0.7136628031730652,1.2829935550689697,0.2848837077617645
6,0.5726948976516724,0.7209302186965942,1.0852924585342407,0.3720930218696594
7,0.5563799142837524,0.7180232405662537,0.9724551439285278,0.4360465109348297
8,0.5589868426322937,0.7151162624359131,1.0610172748565674,0.39534884691238403
9,0.5549903512001038,0.7194767594337463,0.9662752151489258,0.4360465109348297
10,0.5561116933822632,0.7194767594337463,1.0631089210510254,0.36627906560897827
11,0.553985059261322,0.7093023061752319,1.1361430883407593,0.3488371968269348
12,0.5563098788261414,0.7122092843055725,1.1099549531936646,0.3604651093482971
13,0.5482781529426575,0.7369186282157898,0.998478889465332,0.41860464215278625
14,0.5519826412200928,0.7325581312179565,0.8646273016929626,0.5116279125213623
15,0.5463883876800537,0.7238371968269348,1.1579822301864624,0.3255814015865326
16,0.5538978576660156,0.7267441749572754,1.097303032875061,0.3895348906517029
17,0.5492430925369263,0.7369186282157898,0.9543428421020508,0.4593023359775543
18,0.5428178310394287,0.7281976938247681,1.009606122970581,0.41860464215278625
19,0.5452738404273987,0.7325581312179565,0.9268154501914978,0.4593023359775543
20,0.5462108254432678,0.7325581312179565,1.154101848602295,0.35465115308761597
