n_layers,n_neurons,epoch,time,loss,val_loss,test_loss,accuracy,precision,recall,f1
5,100,24,4.048,0.6618151664733887,0.6598613262176514,0.6538222432136536,61.25000000000001,1.69,51.92,3.27
5,100,57,6.509,0.6627579927444458,0.6591302156448364,0.6442056894302368,63.349999999999994,1.78,51.92,3.45
5,100,37,4.489,0.6591832041740417,0.6601113677024841,0.6586178541183472,61.019999999999996,1.92,59.62,3.71
5,100,37,4.943,0.6568928956985474,0.6531374454498291,0.6447921991348267,62.28,1.6400000000000001,49.04,3.17
5,100,114,10.876,0.661156952381134,0.6594731211662292,0.6556345224380493,62.28,1.8900000000000001,56.730000000000004,3.65
5,100,130,11.872,0.659496009349823,0.6598058342933655,0.6500869989395142,63.690000000000005,1.7999999999999998,51.92,3.4799999999999995
5,100,111,10.405,0.658615231513977,0.6600872874259949,0.6547557711601257,61.839999999999996,1.9300000000000002,58.650000000000006,3.73
5,100,130,11.715,0.6654773354530334,0.6604542136192322,0.647024929523468,62.9,1.9800000000000002,58.650000000000006,3.83
5,100,31,4.559,0.667842447757721,0.6660057306289673,0.659360408782959,61.25000000000001,2.11,65.38000000000001,4.08
5,100,38,4.876,0.6629124879837036,0.6632230281829834,0.660628616809845,61.550000000000004,1.8499999999999999,56.730000000000004,3.5900000000000003
