n_layers,n_neurons,epoch,time,loss,val_loss,test_loss,accuracy,precision,recall,f1
5,100,4,0.969,0.6198440790176392,0.5311528444290161,0.5311528444290161,76.03999999999999,4.859999999999999,56.76,8.959999999999999
5,100,31,1.648,0.577585756778717,0.5490632653236389,0.5490632653236389,71.38,3.35,45.95,6.25
5,100,23,1.406,0.5788522958755493,0.5301277041435242,0.5301277041435242,72.61999999999999,3.8899999999999997,51.349999999999994,7.22
5,100,9,1.091,0.5845286250114441,0.5346245765686035,0.5346245765686035,73.22999999999999,3.39,43.24,6.29
5,100,18,1.345,0.5860981941223145,0.5489171743392944,0.5489171743392944,72.78,3.91,51.349999999999994,7.2700000000000005
5,100,27,1.571,0.5756016373634338,0.49622291326522827,0.49622291326522827,75.36,3.47,40.54,6.4
5,100,42,1.911,0.5782647132873535,0.494759738445282,0.494759738445282,75.53,4.14,48.65,7.630000000000001
5,100,26,1.461,0.5639240741729736,0.4690670669078827,0.4690670669078827,77.95,2.91,29.73,5.3
5,100,19,1.331,0.5867030024528503,0.5151689052581787,0.5151689052581787,74.02,4.09,51.349999999999994,7.580000000000001
5,100,59,2.338,0.5746033787727356,0.515792191028595,0.515792191028595,73.46000000000001,3.81,48.65,7.07
5,100,29,1.629,0.5725428462028503,0.5096051692962646,0.5096051692962646,74.92,3.4099999999999997,40.54,6.29
5,100,11,1.135,0.5912045836448669,0.49895137548446655,0.49895137548446655,76.66,4.12,45.95,7.5600000000000005
5,100,60,2.399,0.5857731699943542,0.5381208062171936,0.5381208062171936,71.44,3.73,51.349999999999994,6.950000000000001
5,100,107,3.781,0.5704982876777649,0.4485095739364624,0.4485095739364624,80.7,3.9,35.14,7.03
5,100,9,1.1,0.5709448456764221,0.5216960310935974,0.5216960310935974,74.07000000000001,3.6999999999999997,45.95,6.8500000000000005
5,100,23,1.437,0.5740858912467957,0.5326738357543945,0.5326738357543945,72.56,3.88,51.349999999999994,7.21
5,100,37,1.817,0.5703274607658386,0.525409996509552,0.525409996509552,75.64999999999999,3.94,45.95,7.26
5,100,2,0.912,0.6277333498001099,0.5240886211395264,0.5240886211395264,75.76,3.9600000000000004,45.95,7.3
5,100,31,1.623,0.5783653855323792,0.5242978930473328,0.5242978930473328,73.74000000000001,4.44,56.76,8.24
5,100,32,1.611,0.5866540670394897,0.49151045083999634,0.49151045083999634,76.71,4.35,48.65,7.9799999999999995
