1.546 min,loss,accuracy,val_loss,val_accuracy
0,0.6249023675918579,0.6595591306686401,0.6180603504180908,0.6586357355117798
1,0.6145689487457275,0.6688900589942932,0.607597827911377,0.6585618257522583
2,0.6118382215499878,0.671421468257904,0.6087044477462769,0.6761510372161865
3,0.6122481822967529,0.6710149645805359,0.6078691482543945,0.668908417224884
4,0.6099057197570801,0.671569287776947,0.6148868799209595,0.6686128377914429
5,0.6095070838928223,0.6736202239990234,0.6071507334709167,0.6612223982810974
6,0.6090335845947266,0.6734354496002197,0.6063227653503418,0.6778508424758911
7,0.6091191172599792,0.6743038892745972,0.6086540222167969,0.6661000847816467
8,0.6091423034667969,0.6729180812835693,0.6066436171531677,0.6780725717544556
9,0.6083902716636658,0.6747473478317261,0.6054123044013977,0.6714211702346802
10,0.6077108979225159,0.6761885285377502,0.6083747148513794,0.6650654077529907
11,0.6081833839416504,0.6729735136032104,0.6051989793777466,0.6697952747344971
12,0.6077080965042114,0.6761330962181091,0.6060106754302979,0.6714211702346802
13,0.6083410978317261,0.6733245849609375,0.604738712310791,0.6748207807540894
14,0.6073823571205139,0.6739158630371094,0.6112038493156433,0.6669869422912598
15,0.6070485711097717,0.6731213331222534,0.6091145873069763,0.670090913772583
16,0.6074774265289307,0.6738419532775879,0.603855550289154,0.6705343127250671
17,0.6077475547790527,0.6756896376609802,0.6059471368789673,0.6657305359840393
18,0.6072317361831665,0.6750614643096924,0.6057722568511963,0.6721602082252502
19,0.6072509288787842,0.6738789081573486,0.6085408329963684,0.6731948852539062
20,0.607262372970581,0.6736756563186646,0.6057997345924377,0.6640307307243347
21,0.6068004965782166,0.6736387014389038,0.6089609265327454,0.670238733291626
22,0.6069614291191101,0.6753200888633728,0.6057125329971313,0.6680954694747925
23,0.6069080233573914,0.6738419532775879,0.6068369150161743,0.6720862984657288
24,0.6066445112228394,0.6754124760627747,0.6052330732345581,0.6726036667823792
25,0.6066884398460388,0.6736017465591431,0.6041840314865112,0.6743773818016052
26,0.6067941784858704,0.6757081151008606,0.604752779006958,0.6755598187446594
27,0.6073598265647888,0.673749566078186,0.6070436835289001,0.6785159707069397
28,0.6064078211784363,0.6751538515090942,0.6046289205551147,0.6707560420036316
29,0.6063618063926697,0.6753385663032532,0.6063723564147949,0.6705343127250671
30,0.6068605184555054,0.6741930246353149,0.6049611568450928,0.6727514863014221
31,0.6066104769706726,0.6758928894996643,0.6083753705024719,0.6751164197921753
32,0.606530487537384,0.6758189797401428,0.6046713590621948,0.6694996953010559
33,0.6064935326576233,0.676225483417511,0.6047720909118652,0.6706082224845886
34,0.6063777804374695,0.6741375923156738,0.609643280506134,0.66994309425354
35,0.6063656210899353,0.6733061075210571,0.6048444509506226,0.6734905242919922
36,0.607029914855957,0.6753570437431335,0.6056061387062073,0.6682432889938354
