rnn_layers,rnn_neurons,dnn_layers,dnn_neurons,epoch,time,loss,val_loss,test_loss,accuracy,precision,recall,f1
2,100,5,100,6,2.079,0.045269377529621124,0.17051257193088531,0.17051257193088531,94.05,15.15,40.54,22.06
2,100,5,100,38,3.69,0.005556033458560705,0.19711782038211823,0.19711782038211823,97.19,25.929999999999996,18.92,21.88
2,100,5,100,4,1.912,0.06715349853038788,0.22576764225959778,0.22576764225959778,96.07,22.03,35.14,27.08
2,100,5,100,28,3.192,0.01532710250467062,0.13346457481384277,0.13346457481384277,96.07,20.0,29.73,23.91
2,100,5,100,7,2.086,0.048880044370889664,0.16407541930675507,0.16407541930675507,94.95,19.54,45.95,27.42
2,100,5,100,2,1.796,0.15589946508407593,0.20076020061969757,0.20076020061969757,91.53,9.29,35.14,14.69
2,100,5,100,26,3.059,0.008318152278661728,0.15600667893886566,0.15600667893886566,97.03,28.95,29.73,29.330000000000002
2,100,5,100,20,2.771,0.025667548179626465,0.19360950589179993,0.19360950589179993,96.07,18.87,27.029999999999998,22.220000000000002
2,100,5,100,34,3.543,0.018466442823410034,0.17747648060321808,0.17747648060321808,96.63000000000001,26.529999999999998,35.14,30.23
2,100,5,100,33,3.442,0.004398929420858622,0.1509973704814911,0.1509973704814911,96.58,18.42,18.92,18.67
2,100,5,100,31,3.34,0.007365986239165068,0.21572008728981018,0.21572008728981018,95.39999999999999,16.42,29.73,21.15
2,100,5,100,7,2.064,0.034441448748111725,0.24833908677101135,0.24833908677101135,96.91,25.0,24.32,24.66
2,100,5,100,66,5.154,0.004291180986911058,0.17047908902168274,0.17047908902168274,96.13000000000001,10.0,10.81,10.39
2,100,5,100,22,2.9,0.007828766480088234,0.1089085191488266,0.1089085191488266,97.08,27.27,24.32,25.71
2,100,5,100,13,2.348,0.013312608003616333,0.2413855940103531,0.2413855940103531,96.63000000000001,15.15,13.51,14.29
2,100,5,100,18,2.621,0.02100789174437523,0.19870465993881226,0.19870465993881226,95.28999999999999,13.850000000000001,24.32,17.65
2,100,5,100,35,3.503,0.01625407673418522,0.19824470579624176,0.19824470579624176,96.86,19.35,16.220000000000002,17.65
2,100,5,100,5,1.981,0.06039225310087204,0.16127973794937134,0.16127973794937134,96.46000000000001,25.929999999999996,37.84,30.769999999999996
2,100,5,100,63,4.955,0.013405394740402699,0.13804733753204346,0.13804733753204346,97.59,40.62,35.14,37.68
2,100,5,100,28,3.207,0.006521065719425678,0.22306598722934723,0.22306598722934723,97.7,40.910000000000004,24.32,30.509999999999998
