0.035 min,loss,accuracy,val_loss,val_accuracy
0,0.645022988319397,0.6337209343910217,1.0086123943328857,0.2732558250427246
1,0.5827221274375916,0.6860465407371521,0.9081676602363586,0.4244185984134674
2,0.5730106234550476,0.7034883499145508,0.8518335819244385,0.47093021869659424
3,0.5614141225814819,0.7209302186965942,0.8995776772499084,0.43023255467414856
4,0.556313157081604,0.7136628031730652,0.9203920364379883,0.4244185984134674
5,0.5533552169799805,0.7122092843055725,0.9731438159942627,0.3895348906517029
6,0.5466045141220093,0.7340116500854492,1.0011777877807617,0.4011628031730652
7,0.5446133613586426,0.7325581312179565,0.828652024269104,0.5116279125213623
8,0.5417963266372681,0.729651153087616,0.926626980304718,0.44186046719551086
9,0.5432916283607483,0.7209302186965942,0.8034302592277527,0.5
10,0.5357545018196106,0.7529069781303406,1.1641746759414673,0.3372093141078949
11,0.5428726077079773,0.7398256063461304,0.9530038237571716,0.4360465109348297
12,0.5441710352897644,0.7325581312179565,1.2717946767807007,0.302325576543808
13,0.5481851100921631,0.7311046719551086,1.045525074005127,0.38372093439102173
14,0.543671190738678,0.7340116500854492,0.8946548104286194,0.4767441749572754
15,0.5413545370101929,0.7281976938247681,0.8227272033691406,0.5116279125213623
16,0.5384835600852966,0.7340116500854492,0.8865019083023071,0.4883720874786377
17,0.5358238816261292,0.7354651093482971,1.0041502714157104,0.41860464215278625
18,0.5353443026542664,0.7311046719551086,1.081842064857483,0.3779069781303406
19,0.5377400517463684,0.7412790656089783,1.1509051322937012,0.35465115308761597
20,0.5354093313217163,0.7311046719551086,0.9757857918739319,0.41860464215278625
21,0.5323541164398193,0.7398256063461304,0.9416957497596741,0.4360465109348297
22,0.5372146368026733,0.7238371968269348,0.9459962248802185,0.447674423456192
23,0.5302232503890991,0.7369186282157898,1.0910720825195312,0.35465115308761597
24,0.5326572060585022,0.7252907156944275,0.8612725138664246,0.5058139562606812
25,0.5316051840782166,0.7354651093482971,1.0811047554016113,0.4011628031730652
26,0.5326930284500122,0.742732584476471,0.9532147645950317,0.44186046719551086
27,0.534393310546875,0.7383720874786377,0.9457848072052002,0.4360465109348297
28,0.5389912724494934,0.7325581312179565,0.8918167948722839,0.45348837971687317
29,0.53776615858078,0.7252907156944275,1.3036751747131348,0.2848837077617645
