0.028 min,loss,accuracy,val_loss,val_accuracy
0,0.6433266401290894,0.6555232405662537,1.052406907081604,0.25581395626068115
1,0.5803877115249634,0.6962209343910217,0.890987753868103,0.48255813121795654
2,0.5728798508644104,0.694767415523529,1.019856572151184,0.44186046719551086
3,0.5610718727111816,0.7063953280448914,0.9499842524528503,0.47093021869659424
4,0.558048665523529,0.7194767594337463,0.820043683052063,0.5174418687820435
5,0.5470923781394958,0.7151162624359131,0.9004173874855042,0.49418604373931885
6,0.5429728031158447,0.7034883499145508,1.0182541608810425,0.45348837971687317
7,0.5498606562614441,0.7005813717842102,0.9459859132766724,0.4883720874786377
8,0.5449883937835693,0.7194767594337463,0.9849429726600647,0.48255813121795654
9,0.5490766167640686,0.7005813717842102,0.9056382179260254,0.49418604373931885
10,0.5451338887214661,0.7151162624359131,0.9010853171348572,0.5
11,0.5395626425743103,0.7209302186965942,1.1265664100646973,0.39534884691238403
12,0.5464736223220825,0.7136628031730652,1.096815824508667,0.40697672963142395
13,0.5438054800033569,0.7252907156944275,0.9261445999145508,0.5058139562606812
14,0.5378982424736023,0.7209302186965942,1.0839487314224243,0.40697672963142395
15,0.5408257246017456,0.7238371968269348,0.9543144702911377,0.4883720874786377
16,0.538093626499176,0.7194767594337463,0.9821082949638367,0.447674423456192
17,0.5418711304664612,0.7122092843055725,0.8764000535011292,0.5174418687820435
18,0.5403658747673035,0.7122092843055725,0.9463123083114624,0.48255813121795654
19,0.541802167892456,0.7136628031730652,0.8603797554969788,0.5232558250427246
20,0.5494384765625,0.7209302186965942,0.8234848976135254,0.5290697813034058
21,0.5429866909980774,0.7122092843055725,0.8790237307548523,0.5116279125213623
22,0.54669189453125,0.7151162624359131,1.0865960121154785,0.39534884691238403
23,0.5353342294692993,0.7223837375640869,0.9194900989532471,0.5
24,0.5393984913825989,0.7252907156944275,1.0775768756866455,0.43023255467414856
