n_layers,n_neurons,epoch,time,loss,val_loss,test_loss,accuracy,precision,recall,f1
5,100,8,1.156,0.5897827744483948,0.5267795920372009,0.5267795920372009,72.95,4.12,54.05,7.66
5,100,9,1.155,0.5755593776702881,0.5205969214439392,0.5205969214439392,72.72999999999999,3.71,48.65,6.9
5,100,28,1.699,0.5718284249305725,0.5061016082763672,0.5061016082763672,74.69,4.0,48.65,7.39
5,100,8,1.202,0.5730364322662354,0.5161451101303101,0.5161451101303101,74.19,3.7199999999999998,45.95,6.88
5,100,5,1.059,0.584172785282135,0.5195749402046204,0.5195749402046204,74.58,3.36,40.54,6.21
5,100,2,1.022,0.5780313014984131,0.4658384919166565,0.4658384919166565,78.11,3.4299999999999997,35.14,6.25
5,100,0,0.996,0.605300784111023,0.5261347889900208,0.5261347889900208,73.63,4.2299999999999995,54.05,7.84
5,100,4,1.045,0.566190242767334,0.44104743003845215,0.44104743003845215,79.91,2.93,27.029999999999998,5.29
5,100,9,1.273,0.5824412703514099,0.4979296624660492,0.4979296624660492,75.42,3.91,45.95,7.199999999999999
5,100,9,1.232,0.575196385383606,0.5239977240562439,0.5239977240562439,72.17,3.45,45.95,6.419999999999999
5,100,5,1.071,0.5739734172821045,0.5173051953315735,0.5173051953315735,74.07000000000001,3.3000000000000003,40.54,6.1
5,100,2,0.992,0.5893344879150391,0.45690804719924927,0.45690804719924927,79.97,5.06,48.65,9.16
5,100,1,0.949,0.5971623659133911,0.521126925945282,0.521126925945282,72.5,3.49,45.95,6.49
5,100,5,1.113,0.57416832447052,0.5055773258209229,0.5055773258209229,75.25,4.09,48.65,7.55
5,100,17,1.505,0.5558047294616699,0.5038741230964661,0.5038741230964661,74.47,3.56,43.24,6.569999999999999
5,100,4,1.058,0.5738558173179626,0.5018850564956665,0.5018850564956665,76.25999999999999,4.05,45.95,7.4399999999999995
5,100,9,1.263,0.5697895288467407,0.5356214642524719,0.5356214642524719,73.11999999999999,3.18,40.54,5.89
5,100,4,1.054,0.58907151222229,0.4992760419845581,0.4992760419845581,76.25999999999999,4.4799999999999995,51.349999999999994,8.24
5,100,22,1.604,0.5736157894134521,0.5154580473899841,0.5154580473899841,74.92,4.65,56.76,8.59
5,100,3,1.017,0.5905373692512512,0.5463435649871826,0.5463435649871826,71.83,3.9600000000000004,54.05,7.380000000000001
