0.166 min,loss,accuracy,val_loss,val_accuracy
0,0.6595290899276733,0.6162790656089783,1.1373157501220703,0.15697674453258514
1,0.6124278903007507,0.6773256063461304,1.045554280281067,0.29651162028312683
2,0.5978794693946838,0.6889534592628479,0.9870426058769226,0.3779069781303406
3,0.5902936458587646,0.7005813717842102,0.9889985918998718,0.3720930218696594
4,0.578525722026825,0.7049418687820435,0.8120471835136414,0.5058139562606812
5,0.5794335007667542,0.6816860437393188,0.8265740871429443,0.5
6,0.5808253288269043,0.694767415523529,0.9554702639579773,0.4360465109348297
7,0.575391948223114,0.6889534592628479,1.0529617071151733,0.3372093141078949
8,0.5819741487503052,0.7005813717842102,1.0229010581970215,0.3604651093482971
9,0.576644241809845,0.6831395626068115,0.91949862241745,0.45348837971687317
10,0.5688418745994568,0.6991279125213623,0.9569040536880493,0.45348837971687317
11,0.5726931095123291,0.707848846912384,1.0014196634292603,0.3895348906517029
12,0.5714536905288696,0.6962209343910217,1.021133542060852,0.4011628031730652
13,0.5696125626564026,0.7049418687820435,0.8466431498527527,0.4651162922382355
14,0.5658571720123291,0.7034883499145508,0.9628456234931946,0.447674423456192
15,0.5667318105697632,0.7034883499145508,0.9714568257331848,0.41860464215278625
16,0.5692155957221985,0.6933139562606812,0.9248685836791992,0.45348837971687317
17,0.5686823129653931,0.6918604373931885,0.9945909380912781,0.4244185984134674
18,0.5676347613334656,0.7005813717842102,1.0641149282455444,0.36627906560897827
19,0.5702351927757263,0.7107558250427246,0.9660504460334778,0.40697672963142395
20,0.5668268799781799,0.6918604373931885,0.804623544216156,0.5290697813034058
21,0.5651452541351318,0.7020348906517029,0.8777024745941162,0.4651162922382355
22,0.5667442083358765,0.7063953280448914,0.9977086782455444,0.4127906858921051
23,0.5654935240745544,0.7020348906517029,1.0481750965118408,0.36627906560897827
24,0.577220618724823,0.694767415523529,0.8022350072860718,0.5
25,0.5631676316261292,0.6962209343910217,0.9385824799537659,0.45348837971687317
26,0.5649865865707397,0.694767415523529,1.127049446105957,0.3372093141078949
27,0.5661214590072632,0.7063953280448914,0.8665486574172974,0.49418604373931885
28,0.5647959113121033,0.7020348906517029,0.9557687640190125,0.4651162922382355
29,0.5637530088424683,0.7122092843055725,0.9001432061195374,0.4593023359775543
30,0.5642101168632507,0.707848846912384,0.8796527981758118,0.48255813121795654
31,0.5596826076507568,0.707848846912384,0.8194620013237,0.5406976938247681
32,0.5642919540405273,0.694767415523529,0.9627965092658997,0.4360465109348297
33,0.5627199411392212,0.7107558250427246,1.0182288885116577,0.4360465109348297
34,0.5600671768188477,0.7093023061752319,0.8625335693359375,0.48255813121795654
35,0.559302806854248,0.7034883499145508,1.053289771080017,0.38372093439102173
36,0.5619585514068604,0.6991279125213623,0.8384697437286377,0.5174418687820435
37,0.5619762539863586,0.7093023061752319,0.8728880882263184,0.4767441749572754
38,0.5621998310089111,0.6976743936538696,1.0467677116394043,0.3895348906517029
39,0.5654638409614563,0.7034883499145508,1.036910891532898,0.36627906560897827
40,0.5611018538475037,0.6991279125213623,0.9203509092330933,0.45348837971687317
41,0.5643344521522522,0.7049418687820435,0.7799902558326721,0.5755813717842102
42,0.5629369616508484,0.7034883499145508,1.0435723066329956,0.3895348906517029
43,0.5620872974395752,0.7209302186965942,0.9026255011558533,0.4767441749572754
44,0.5660976767539978,0.6962209343910217,0.8175217509269714,0.5406976938247681
45,0.5572536587715149,0.7063953280448914,1.0724692344665527,0.3779069781303406
46,0.55962735414505,0.7136628031730652,0.8759135007858276,0.5
47,0.5560042262077332,0.707848846912384,0.9368540644645691,0.44186046719551086
48,0.558996856212616,0.7005813717842102,0.904915988445282,0.4767441749572754
49,0.5588198900222778,0.7034883499145508,1.0077694654464722,0.41860464215278625
50,0.5705235600471497,0.7063953280448914,0.836828351020813,0.5058139562606812
51,0.5557299256324768,0.7049418687820435,0.9997594952583313,0.4127906858921051
52,0.5573880672454834,0.7063953280448914,0.8654416799545288,0.49418604373931885
53,0.558468222618103,0.7122092843055725,1.0505214929580688,0.3895348906517029
54,0.5595837235450745,0.707848846912384,0.8880069851875305,0.47093021869659424
55,0.5556238293647766,0.7093023061752319,1.0076218843460083,0.4244185984134674
56,0.5584092736244202,0.7063953280448914,0.9116591811180115,0.4767441749572754
57,0.5598376393318176,0.6933139562606812,0.9276326894760132,0.44186046719551086
58,0.5573034286499023,0.7151162624359131,0.841422975063324,0.49418604373931885
59,0.559817910194397,0.7034883499145508,0.8640138506889343,0.5058139562606812
60,0.5558065176010132,0.7107558250427246,0.9461319446563721,0.4651162922382355
61,0.5597671866416931,0.6976743936538696,0.8517415523529053,0.5
