0.083 min,loss,accuracy,val_loss,val_accuracy
0,0.6670295596122742,0.6104651093482971,1.1208282709121704,0.151162788271904
1,0.6034389138221741,0.6686046719551086,1.0752042531967163,0.33139535784721375
2,0.5778471827507019,0.6845930218696594,0.9376039505004883,0.43023255467414856
3,0.5733957886695862,0.7049418687820435,0.9191492795944214,0.4593023359775543
4,0.5682386159896851,0.7034883499145508,1.0692243576049805,0.3895348906517029
5,0.5632689595222473,0.7034883499145508,0.8847131133079529,0.5116279125213623
6,0.5606211423873901,0.6976743936538696,0.8897866606712341,0.5058139562606812
7,0.5565283298492432,0.7136628031730652,0.9482396841049194,0.4651162922382355
8,0.5504551529884338,0.7122092843055725,0.882366955280304,0.5348837375640869
9,0.5580044984817505,0.7194767594337463,0.8928013443946838,0.5058139562606812
10,0.5484914779663086,0.7107558250427246,0.8640617728233337,0.5174418687820435
11,0.5423709154129028,0.7093023061752319,1.107619047164917,0.41860464215278625
12,0.5448246002197266,0.7093023061752319,0.8156408071517944,0.5813953280448914
13,0.5492237210273743,0.7093023061752319,1.0542079210281372,0.447674423456192
14,0.547178328037262,0.7136628031730652,0.9192096590995789,0.5232558250427246
15,0.5434951186180115,0.7180232405662537,1.0839563608169556,0.41860464215278625
16,0.5417754054069519,0.7252907156944275,1.0938808917999268,0.4360465109348297
17,0.5450626611709595,0.7151162624359131,1.0164672136306763,0.4651162922382355
18,0.5466077327728271,0.7194767594337463,1.2458394765853882,0.3720930218696594
19,0.542811393737793,0.7151162624359131,1.0336253643035889,0.4593023359775543
20,0.5460370779037476,0.7151162624359131,0.9351276755332947,0.5058139562606812
21,0.5396512746810913,0.7093023061752319,1.0875518321990967,0.447674423456192
22,0.5445803999900818,0.7122092843055725,1.0197186470031738,0.447674423456192
23,0.5398237705230713,0.7136628031730652,0.9370992183685303,0.5058139562606812
24,0.5428592562675476,0.7020348906517029,1.112779974937439,0.41860464215278625
25,0.5383686423301697,0.7267441749572754,1.0156128406524658,0.5
26,0.5461377501487732,0.7165697813034058,1.1364941596984863,0.43023255467414856
27,0.5361366868019104,0.7223837375640869,0.9625235199928284,0.4651162922382355
28,0.5417370200157166,0.7151162624359131,0.923999011516571,0.5348837375640869
29,0.5416591763496399,0.7020348906517029,0.8833416104316711,0.5465116500854492
30,0.5419796705245972,0.7151162624359131,1.0339913368225098,0.45348837971687317
31,0.5372816324234009,0.7209302186965942,1.0953558683395386,0.44186046719551086
32,0.544134795665741,0.7180232405662537,1.2771625518798828,0.3372093141078949
