n_layers,n_neurons,epoch,time,loss,val_loss,test_loss,accuracy,precision,recall,f1
5,100,41,0.869,0.5228267312049866,0.5175678730010986,0.5291311144828796,71.89,4.33,59.46,8.07
5,100,114,1.73,0.4881150722503662,0.48725393414497375,0.5031923055648804,74.75,4.42,54.05,8.16
5,100,70,1.182,0.4987896978855133,0.4976055324077606,0.5464104413986206,71.38,3.9,54.05,7.2700000000000005
5,100,130,1.88,0.49266308546066284,0.48653706908226013,0.5174498558044434,74.75,4.21,51.349999999999994,7.79
5,100,94,1.435,0.5086754560470581,0.49528399109840393,0.572217583656311,70.26,4.2700000000000005,62.160000000000004,7.99
5,100,131,1.849,0.4991220235824585,0.5081602931022644,0.5143479108810425,74.02,4.87,62.160000000000004,9.04
5,100,59,1.016,0.49334925413131714,0.491025447845459,0.5277038812637329,72.84,4.109999999999999,54.05,7.630000000000001
5,100,104,1.476,0.47097551822662354,0.4702109694480896,0.4913739860057831,75.7,3.52,40.54,6.4799999999999995
5,100,63,1.094,0.5174726843833923,0.5179978013038635,0.4878328740596771,74.47,5.34,67.57,9.9
5,100,45,0.887,0.510684609413147,0.5126187205314636,0.5461527705192566,70.71,3.81,54.05,7.12
