0.081 min,loss,accuracy,val_loss,val_accuracy
0,0.6357236504554749,0.6569767594337463,0.8652173280715942,0.4244185984134674
1,0.5684617757797241,0.7093023061752319,0.8901762962341309,0.43023255467414856
2,0.5443460941314697,0.7136628031730652,1.29091215133667,0.23255814611911774
3,0.5498926639556885,0.7107558250427246,1.1021958589553833,0.31976744532585144
4,0.5387541055679321,0.7151162624359131,0.9815194606781006,0.3779069781303406
5,0.5348990559577942,0.729651153087616,1.0765005350112915,0.3720930218696594
6,0.5410150289535522,0.729651153087616,0.9820273518562317,0.4244185984134674
7,0.5349933505058289,0.7136628031730652,1.030220866203308,0.38372093439102173
8,0.5312734842300415,0.7209302186965942,1.2805182933807373,0.2616279125213623
9,0.5259495973587036,0.7252907156944275,0.9419163465499878,0.4244185984134674
10,0.5266574621200562,0.7136628031730652,0.8755311965942383,0.5116279125213623
11,0.531345546245575,0.7194767594337463,0.9636037349700928,0.40697672963142395
12,0.5265668630599976,0.7223837375640869,0.8087440133094788,0.5348837375640869
13,0.529348611831665,0.7281976938247681,0.9036869406700134,0.48255813121795654
14,0.5290403366088867,0.7151162624359131,1.0717554092407227,0.3720930218696594
15,0.5224512815475464,0.7180232405662537,0.8510158658027649,0.5174418687820435
16,0.5269525647163391,0.7354651093482971,0.8642247915267944,0.5232558250427246
17,0.522266149520874,0.7209302186965942,1.0819145441055298,0.35465115308761597
18,0.5275705456733704,0.7267441749572754,0.8390295505523682,0.5290697813034058
19,0.5273349285125732,0.7238371968269348,1.0448322296142578,0.3779069781303406
20,0.5277377963066101,0.7136628031730652,0.9689387083053589,0.4651162922382355
21,0.5226436257362366,0.7223837375640869,1.044541597366333,0.3895348906517029
22,0.5242396593093872,0.7209302186965942,1.1620887517929077,0.36627906560897827
23,0.5160996317863464,0.7340116500854492,0.8591054081916809,0.5174418687820435
24,0.5236200094223022,0.7136628031730652,1.0734095573425293,0.3895348906517029
25,0.5201659202575684,0.7194767594337463,0.9209229350090027,0.49418604373931885
26,0.5204624533653259,0.729651153087616,1.020255446434021,0.4244185984134674
27,0.5179272294044495,0.7281976938247681,1.072766661643982,0.39534884691238403
28,0.5213657021522522,0.7252907156944275,0.9908356666564941,0.44186046719551086
29,0.5171384215354919,0.7223837375640869,1.035364031791687,0.40697672963142395
30,0.5215357542037964,0.7238371968269348,1.044913411140442,0.3895348906517029
31,0.5166028738021851,0.7267441749572754,1.0567760467529297,0.4011628031730652
32,0.5220646262168884,0.7151162624359131,1.152967929840088,0.35465115308761597
