0.038 min,loss,accuracy,val_loss,val_accuracy
0,0.6706519722938538,0.6293604373931885,1.1379472017288208,0.1744185984134674
1,0.6026036739349365,0.6744186282157898,0.9342365860939026,0.40697672963142395
2,0.59104323387146,0.6933139562606812,1.0193434953689575,0.3604651093482971
3,0.5838785171508789,0.6918604373931885,1.4786511659622192,0.20930232107639313
4,0.6088428497314453,0.667151153087616,1.2247340679168701,0.25
5,0.5876827836036682,0.6875,0.9965438842773438,0.40697672963142395
6,0.5730055570602417,0.694767415523529,1.0284422636032104,0.3488371968269348
7,0.5751374959945679,0.6816860437393188,1.0460256338119507,0.36627906560897827
8,0.5765735507011414,0.6904069781303406,0.9010280966758728,0.4651162922382355
9,0.5746966004371643,0.6860465407371521,0.8898130059242249,0.48255813121795654
10,0.5724260807037354,0.6875,1.044998288154602,0.3779069781303406
11,0.5681501626968384,0.694767415523529,0.9051544666290283,0.49418604373931885
12,0.57133948802948,0.6933139562606812,1.0373907089233398,0.3895348906517029
13,0.5653735995292664,0.6918604373931885,1.0158321857452393,0.3720930218696594
14,0.5699246525764465,0.6875,1.0089060068130493,0.38372093439102173
15,0.5690574645996094,0.6904069781303406,1.1009970903396606,0.34302327036857605
16,0.5683925747871399,0.6904069781303406,0.8351361751556396,0.5406976938247681
17,0.5691505074501038,0.6875,1.0324690341949463,0.3779069781303406
18,0.5651262998580933,0.6976743936538696,0.8528020977973938,0.5232558250427246
19,0.5738282799720764,0.6991279125213623,1.2189691066741943,0.30813953280448914
20,0.5685633420944214,0.6933139562606812,0.995754599571228,0.43023255467414856
21,0.5666906833648682,0.7005813717842102,0.9056113362312317,0.4651162922382355
22,0.5658873915672302,0.6976743936538696,1.055301547050476,0.3779069781303406
23,0.5648214221000671,0.6991279125213623,0.9815566539764404,0.4244185984134674
24,0.561918318271637,0.7034883499145508,1.1103689670562744,0.3488371968269348
25,0.5686434507369995,0.6976743936538696,1.0552258491516113,0.3604651093482971
26,0.5661694407463074,0.6845930218696594,0.9784031510353088,0.41860464215278625
27,0.5648093223571777,0.7034883499145508,0.9954332709312439,0.44186046719551086
28,0.5675475001335144,0.6875,1.0544122457504272,0.38372093439102173
29,0.5608383417129517,0.6962209343910217,0.9940462112426758,0.3720930218696594
30,0.5658220052719116,0.7063953280448914,0.8678741455078125,0.49418604373931885
31,0.567531943321228,0.6875,1.0811880826950073,0.3372093141078949
32,0.5632683634757996,0.6991279125213623,1.0056321620941162,0.3895348906517029
33,0.5634123682975769,0.6918604373931885,1.0271878242492676,0.3895348906517029
34,0.5639515519142151,0.694767415523529,1.0435070991516113,0.4127906858921051
35,0.5665879249572754,0.6991279125213623,1.0210694074630737,0.4011628031730652
36,0.569648802280426,0.7093023061752319,0.9021484851837158,0.4883720874786377
