21.422 min,loss,accuracy,val_loss,val_accuracy
0,0.4564971923828125,0.7704402804374695,0.2525816857814789,0.9020767211914062
1,0.12174093723297119,0.9600155353546143,0.07489988207817078,0.9775330424308777
2,0.0524698905646801,0.9848117828369141,0.05667922645807266,0.9842583537101746
3,0.03703770041465759,0.9897451996803284,0.04521617665886879,0.9876579642295837
4,0.02678011730313301,0.9926460981369019,0.03238226845860481,0.9914270639419556
5,0.020694902166724205,0.9943645000457764,0.03747941926121712,0.9886187314987183
6,0.017424214631319046,0.995232880115509,0.03924944996833801,0.9885448217391968
7,0.015206254087388515,0.9959165453910828,0.035596903413534164,0.991796612739563
8,0.014117851853370667,0.9963600039482117,0.020435510203242302,0.9941615462303162
9,0.01247265376150608,0.9966371655464172,0.025007279589772224,0.9939398169517517
10,0.011299081146717072,0.9969512820243835,0.018194006755948067,0.9960830807685852
11,0.008602007292211056,0.997819721698761,0.020111598074436188,0.9949744939804077
12,0.009804674424231052,0.9971360564231873,0.02228882536292076,0.9944571852684021
13,0.007555131800472736,0.9981523156166077,0.01856216788291931,0.9945310950279236
14,0.00869462825357914,0.9975610375404358,0.042446959763765335,0.9864016175270081
15,0.00599853228777647,0.9986141920089722,0.039298880845308304,0.9912793040275574
16,0.008071581833064556,0.9981153607368469,0.030657140538096428,0.9912053942680359
17,0.004703178070485592,0.99900221824646,0.026454661041498184,0.9935703277587891
18,0.0069021424278616905,0.9982631802558899,0.019555410370230675,0.993718147277832
19,0.00709057180210948,0.9981892704963684,0.01973639242351055,0.9946050047874451
20,0.003829752327874303,0.9991500377655029,0.015050728805363178,0.9963048100471497
21,0.006591614801436663,0.9981892704963684,0.0245033111423254,0.993865966796875
22,0.0038278561551123857,0.9990761280059814,0.014393719844520092,0.9963048100471497
23,0.005035265814512968,0.9987250566482544,0.04788835719227791,0.9912793040275574
24,0.0045602647587656975,0.9986326694488525,0.014296235516667366,0.9968960285186768
25,0.0046310643665492535,0.9987250566482544,0.022081736475229263,0.9942354559898376
26,0.005208879243582487,0.9986511468887329,0.014660106971859932,0.9961569905281067
27,0.004090521018952131,0.9992793798446655,0.022175339981913567,0.9935703277587891
28,0.004079135600477457,0.9991315603256226,0.03071843646466732,0.9911314845085144
29,0.005768375471234322,0.9985772371292114,0.0176908727735281,0.9954918622970581
30,0.0022694095969200134,0.9993902444839478,0.015471219085156918,0.9964525699615479
31,0.004942226689308882,0.9984663724899292,0.016493409872055054,0.9948266744613647
32,0.0028409408405423164,0.9992978572845459,0.017666419968008995,0.9954179525375366
33,0.004440173041075468,0.9988359212875366,0.01364661380648613,0.9960091710090637
34,0.002713254187256098,0.9993163347244263,0.023335060104727745,0.9920183420181274
35,0.0034480791073292494,0.999205470085144,0.016840795055031776,0.9957135319709778
36,0.0036142230965197086,0.9990206956863403,0.016565896570682526,0.9957874417304993
37,0.003045659279450774,0.9992978572845459,0.015164291486144066,0.9961569905281067
38,0.0028351489454507828,0.9990946054458618,0.028256986290216446,0.9923878312110901
39,0.0018858882831409574,0.9994826316833496,0.020399414002895355,0.9959352612495422
40,0.0018461321014910936,0.9996674060821533,0.025577493011951447,0.9933485984802246
41,0.004196078050881624,0.9990206956863403,0.015395576134324074,0.9971177577972412
42,0.0014047950971871614,0.9997043609619141,0.015979772433638573,0.9967482089996338
43,0.003666341071948409,0.9990576505661011,0.025855204090476036,0.9943832755088806
44,0.002785183722153306,0.9994271993637085,0.016814392060041428,0.9962309002876282
45,0.0038330669049173594,0.9989652633666992,0.01693715527653694,0.9962309002876282
46,0.0018893647938966751,0.9996304512023926,0.012671348638832569,0.9965264797210693
47,0.003358356421813369,0.9991130828857422,0.013553211465477943,0.9956396222114563
48,0.0025468922685831785,0.9994087219238281,0.017038188874721527,0.9959352612495422
49,0.0027427554596215487,0.99950110912323,0.015198150649666786,0.9969699382781982
50,0.0018570148386061192,0.9994641542434692,0.013214118778705597,0.9963048100471497
51,0.0024022115394473076,0.9994826316833496,0.01645060069859028,0.9965264797210693
52,0.0031657537911087275,0.9991685152053833,0.014099683612585068,0.9963786602020264
53,0.001593262073583901,0.9997043609619141,0.010448410175740719,0.9977089762687683
54,0.0013605410931631923,0.9997413158416748,0.010621631518006325,0.9974133372306824
55,0.0022541212383657694,0.9995380640029907,0.031100640073418617,0.991500973701477
56,0.0034239240922033787,0.9992424249649048,0.01259299460798502,0.9963786602020264
57,0.0019048114772886038,0.9994456768035889,0.016461897641420364,0.9961569905281067
58,0.0011453942861407995,0.9997043609619141,0.012709557078778744,0.9969699382781982
59,0.0009639146737754345,0.9997967481613159,0.014374830760061741,0.9968960285186768
60,0.0010818830924108624,0.9997228384017944,0.016001218929886818,0.9970438480377197
