n_layers,n_neurons,epoch,time,loss,val_loss,test_loss,accuracy,precision,recall,f1
5,100,52,1.572,0.5862349271774292,0.5821488499641418,0.5884919166564941,67.4,4.05,64.86,7.630000000000001
5,100,83,2.217,0.5717028379440308,0.5654474496841431,0.6034539937973022,65.94,3.4299999999999997,56.76,6.47
5,100,62,1.818,0.5706250071525574,0.5690527558326721,0.5831688642501831,67.12,3.2399999999999998,51.349999999999994,6.09
5,100,38,1.316,0.5706772208213806,0.5617004036903381,0.5857124924659729,68.17999999999999,3.51,54.05,6.59
5,100,28,1.158,0.5831954479217529,0.5658215880393982,0.6436423659324646,62.629999999999995,3.4099999999999997,62.160000000000004,6.460000000000001
5,100,30,1.127,0.5689923763275146,0.5677619576454163,0.5734031200408936,68.74,3.5700000000000003,54.05,6.7
5,100,68,1.753,0.5713684558868408,0.5744373798370361,0.570207953453064,69.19,4.29,64.86,8.04
5,100,40,1.323,0.5587649345397949,0.5521737337112427,0.5268617868423462,73.91,3.0700000000000003,37.84,5.680000000000001
5,100,72,1.828,0.5788660049438477,0.5757350325584412,0.5522447824478149,70.43,3.95,56.76,7.380000000000001
5,100,46,1.425,0.5714608430862427,0.5703684687614441,0.5908486843109131,67.06,3.55,56.76,6.68
