11.419 min,loss,accuracy,val_loss,val_accuracy
0,0.5100359916687012,0.741689920425415,0.3089313209056854,0.865863561630249
1,0.18338461220264435,0.9347018599510193,0.09582842141389847,0.9731727242469788
2,0.07284189760684967,0.9768297076225281,0.05895664170384407,0.984332263469696
3,0.04622182250022888,0.9864377975463867,0.03765271604061127,0.9880275130271912
4,0.0332975834608078,0.9906136393547058,0.03464913368225098,0.9903924465179443
5,0.025168586522340775,0.9931819438934326,0.03894871473312378,0.9865493774414062
6,0.021761402487754822,0.993994951248169,0.026842376217246056,0.9920922517776489
7,0.018898215144872665,0.994697093963623,0.05435125529766083,0.9855886697769165
8,0.014975028112530708,0.9957687258720398,0.017607983201742172,0.9951962232589722
9,0.013756507076323032,0.9963045716285706,0.02686178684234619,0.991944432258606
10,0.01320060808211565,0.9965078234672546,0.01761474646627903,0.9957135319709778
11,0.012095687910914421,0.9969512820243835,0.04313092678785324,0.9880275130271912
12,0.012079941108822823,0.9970067143440247,0.02352205291390419,0.9936442375183105
13,0.010163807310163975,0.9975610375404358,0.015744386240839958,0.9961569905281067
14,0.006934890989214182,0.9985033273696899,0.012884706258773804,0.9972655177116394
15,0.011218337342143059,0.9972284436225891,0.014693932607769966,0.9963786602020264
16,0.008042413741350174,0.9981153607368469,0.034698858857154846,0.9892099499702454
17,0.007932309061288834,0.9979860186576843,0.03181154280900955,0.9908358454704285
18,0.006709226872771978,0.9983739852905273,0.025314167141914368,0.9946789145469666
19,0.007372583262622356,0.9981523156166077,0.019609682261943817,0.9960091710090637
20,0.005596867762506008,0.9986141920089722,0.03633120283484459,0.9914270639419556
21,0.0063989725895226,0.9983370304107666,0.014480006881058216,0.9960091710090637
22,0.005939577240496874,0.9985402822494507,0.012103959918022156,0.9968221187591553
23,0.00549490237608552,0.9985772371292114,0.01938888058066368,0.9951223134994507
24,0.007433432154357433,0.997967541217804,0.018233874812722206,0.9953440427780151
25,0.0034637984354048967,0.9994456768035889,0.017079241573810577,0.9967482089996338
26,0.006377640180289745,0.9983000755310059,0.01464485377073288,0.9956396222114563
27,0.004446663428097963,0.9989467859268188,0.011693064123392105,0.9976350665092468
28,0.003967814147472382,0.9992609024047852,0.019141193479299545,0.9959352612495422
29,0.003547397442162037,0.9993348121643066,0.015103227458894253,0.9959352612495422
30,0.005312389228492975,0.9987250566482544,0.021792758256196976,0.9960830807685852
31,0.0045004854910075665,0.9990391731262207,0.020286094397306442,0.9948266744613647
32,0.00500303041189909,0.998854398727417,0.016664836555719376,0.9959352612495422
33,0.0042617241851985455,0.9989652633666992,0.01556534506380558,0.9968960285186768
34,0.0024115494452416897,0.99950110912323,0.014859502203762531,0.9964525699615479
35,0.004274646285921335,0.9990946054458618,0.016233334317803383,0.9966742992401123
36,0.003872885135933757,0.9991315603256226,0.009958458133041859,0.9980045557022095
37,0.0028789162170141935,0.9993348121643066,0.029972713440656662,0.9934225082397461
38,0.0037182853557169437,0.9991869926452637,0.013413273729383945,0.9971177577972412
39,0.004234490916132927,0.99900221824646,0.019025253131985664,0.9953440427780151
40,0.003503534011542797,0.9993163347244263,0.014502357691526413,0.9973394274711609
41,0.0030332363676279783,0.9993163347244263,0.01904049515724182,0.9950484037399292
42,0.0022890479303896427,0.9996304512023926,0.011173869483172894,0.9977089762687683
43,0.0042899297550320625,0.9991500377655029,0.021943308413028717,0.9940876364707947
44,0.0025741932913661003,0.9994271993637085,0.022870223969221115,0.9950484037399292
45,0.0030803328845649958,0.9993163347244263,0.01727559044957161,0.9960091710090637
46,0.0029011801816523075,0.9993902444839478,0.015015153214335442,0.9966003894805908
47,0.002285863971337676,0.9995380640029907,0.013496119529008865,0.9968960285186768
48,0.0032379559706896544,0.999353289604187,0.019915951415896416,0.9959352612495422
49,0.0025012532714754343,0.9994641542434692,0.015490333549678326,0.9962309002876282
50,0.0019312966614961624,0.9996674060821533,0.014381754212081432,0.9967482089996338
51,0.004834097344428301,0.9989652633666992,0.016662761569023132,0.9969699382781982
52,0.0020140227861702442,0.9995565414428711,0.018057379871606827,0.9967482089996338
53,0.001848707441240549,0.9996858835220337,0.018109412863850594,0.9965264797210693
54,0.004129272419959307,0.9989467859268188,0.01865111105144024,0.9963786602020264
55,0.002840413711965084,0.9994641542434692,0.013392394408583641,0.9973394274711609
56,0.002033670898526907,0.9995750188827515,0.028920527547597885,0.9946789145469666
